a,b,c,d,e,f,g,h,i,j,k,l,m
54711,136032,11619722,40.74178911,-73.94133553,40.781545,-73.94959,135389,35806,40.69866608,-73.43601281,40.696126,-73.430653
216507,136032,300534690,37.43648673,-91.42491512,40.781545,-73.94959,126945,35805,32.40147664,-104.2298623,32.42874,-104.234704
171768,94743,6391657,42.27232627,-71.23868486,42.336346,-71.081034,91767,35741,42.62813993,-70.66261288,42.616037,-70.672483
129909,157685,92015,40.81350608,-81.38417363,40.815965,-81.387081,157892,35727,40.79472574,-81.50932186,40.807951,-81.511223
156929,127714,480229,42.72750961,-73.80863985,42.663943,-73.775812,140541,35726,42.84819171,-73.77477822,42.844154,-73.759174
202930,57179,44649,31.44388986,-83.5107885,31.459188,-83.495344,53580,35701,31.16977185,-83.77786124,31.170105,-83.777656
160548,49885,2669212,27.99790909,-82.49811449,27.783201,-82.632914,44666,35695,27.71201411,-82.39319877,27.698362,-82.38102
165509,94743,5586248,42.28163905,-71.24174211,42.336346,-71.081034,119635,35637,42.88292262,-71.32493713,42.88209,-71.313416
212838,136032,225663726,37.35457549,-83.63787676,40.781545,-73.94959,116830,35573,41.43871187,-97.29925816,41.446447,-97.375441
74609,49208,41931,26.3315945,-80.14704069,26.346463,-80.142714,49325,35552,26.33641844,-80.19884947,26.340801,-80.201532
205407,136032,202699974,37.2531089,-82.83376645,40.781545,-73.94959,9843,35536,35.09656818,-90.78389064,34.981692,-90.794356
33376,22226,920199,33.77765919,-117.9245969,33.735989,-117.879436,21299,35509,33.86559876,-117.9814734,33.857153,-117.971624
173990,144028,190232,35.7709198,-81.36710435,35.742372,-81.322154,143709,35493,35.73678382,-81.63991994,35.751614,-81.67664
95886,34616,1474127,39.74946291,-104.9511802,39.694929,-105.020282,34957,35482,39.78697572,-104.8240581,39.781314,-104.815486
103239,113125,57646,38.78621415,-90.5149101,38.766949,-90.512078,113173,35444,38.7728887,-90.59228921,38.783417,-90.606764
21290,14357,237598,34.20767869,-118.446475,34.203203,-118.445177,14312,35441,34.16884922,-118.3720007,34.173974,-118.372848
70747,6111,251690,33.41373379,-111.8504846,33.398445,-111.862299,5917,35431,33.37391554,-111.9508745,33.376685,-111.95557
218161,3582,376580,61.28277216,-149.7079058,61.193127,-149.939098,3783,35422,60.52554364,-151.1321116,60.493134,-151.079587
118348,54681,1364100,33.87035443,-84.25929679,33.778138,-84.38445,54075,35362,33.71835153,-84.14821531,33.722406,-84.13322
40132,94743,1033369,42.35627858,-71.08573156,42.336346,-71.081034,93206,35345,42.37820808,-71.17713347,42.378481,-71.154044
92820,51622,43671,28.60404887,-81.30384543,28.631607,-81.316168,51609,35296,28.64962216,-81.31591429,28.652999,-81.292191
106564,197639,791167,30.33355627,-97.72960966,30.369957,-97.698192,198662,35286,30.50424798,-97.74152521,30.513819,-97.728632
19081,60041,1081529,41.94267488,-87.68942996,41.997296,-87.65714,61033,35272,41.86624453,-87.62606737,41.871426,-87.626339
164974,15244,19611344,33.82132259,-117.9028134,34.066842,-118.301495,27811,35266,33.36715681,-117.2358958,33.367809,-117.256058
191640,136032,111291520,39.9029539,-79.18367776,40.781545,-73.94959,181140,35247,35.41601751,-84.57395514,35.450364,-84.586501
219036,136032,310015815,37.29440719,-91.34665675,40.781545,-73.94959,149880,35171,47.99730592,-103.745916,48.150351,-103.617933
113978,171995,2842773,39.9942301,-75.13245088,39.916569,-75.159038,168464,35134,39.82257342,-75.45927737,39.828235,-75.46314
3443,131614,108431,40.64241612,-74.00707614,40.644726,-74.007421,131961,35102,40.63505197,-73.99031686,40.634147,-73.988399
148592,215545,986231,43.03346103,-87.96684506,43.049693,-87.892319,216768,35101,43.1881642,-88.1082709,43.171223,-88.13625
176863,85440,89907,29.61008166,-90.72160149,29.593061,-90.692406,83891,35070,29.78401776,-90.82795061,29.78839,-90.819577
204325,136032,196594390,37.244533,-82.62364267,40.781545,-73.94959,71008,35053,38.68592658,-87.55724265,38.677277,-87.526139
190478,136032,90765258,40.89145976,-78.45338961,40.781545,-73.94959,167736,35045,41.15252984,-77.39305637,41.12999,-77.458988
65779,5388,724734,33.51419232,-112.1343699,33.47851,-112.172982,4662,35021,33.58769094,-112.2306615,33.585376,-112.233139
82901,64125,57696,41.92153171,-88.07986695,41.926455,-88.069658,64328,35011,41.86326041,-88.08349798,41.855515,-88.089792
7694,57850,51477,21.28677356,-157.8295165,21.290072,-157.821291,57886,35006,21.30454768,-157.8404299,21.306414,-157.836453
167844,82714,98413,30.20051344,-93.21702936,30.216766,-93.183953,82816,34957,30.2197818,-93.36626705,30.222156,-93.342815
64967,26849,69836,32.91700649,-117.1408847,32.915734,-117.139221,26795,34938,32.95808176,-117.1349396,32.967414,-117.147481
77416,154027,36404,39.14496146,-84.6023208,39.143478,-84.608618,153994,34927,39.11013684,-84.58108369,39.102019,-84.559507
138655,179766,386033,36.11939613,-86.74302071,36.135066,-86.795582,179535,34893,36.26203097,-86.69623541,36.244902,-86.712554
123919,3582,48270,61.19634903,-149.9015148,61.193127,-149.939098,3621,34832,61.15301129,-149.8362397,61.140923,-149.820082
209618,136032,220102738,37.35607895,-83.48969324,40.781545,-73.94959,8984,34822,35.77781487,-91.60779985,35.783629,-91.670364
99587,7523,468727,32.21302775,-110.9157821,32.281281,-110.969885,7556,34817,32.33115717,-111.0350336,32.344903,-111.036639
86793,26637,1587844,32.72285828,-117.0875315,32.715551,-117.164636,27459,34756,32.85690746,-116.9796604,32.849336,-116.961182
76932,102223,38630,42.43834952,-83.07202286,42.4368,-83.068941,103009,34750,42.4012332,-83.05561792,42.394097,-83.051514
150298,217795,114215,18.41514002,-67.14413843,18.453872,-67.142411,218949,34695,18.48057035,-67.02601258,18.495959,-67.018031
205641,136032,203156023,37.25035764,-82.84122239,40.781545,-73.94959,109657,34682,31.23231353,-90.44487616,31.264236,-90.456576
88859,82924,50952,30.48098737,-91.13877995,30.490622,-91.133219,82995,34655,30.41694902,-91.17520246,30.415374,-91.187003
185276,151428,5966268,40.95572306,-80.89122429,41.483619,-81.593708,158970,34648,40.81425972,-81.93726591,40.811648,-81.933403
181629,136032,49347007,40.64051455,-74.27916013,40.781545,-73.94959,171768,34645,40.800104,-76.51321632,40.787308,-76.549819
81126,152816,45986,39.94386262,-83.07434474,39.947775,-83.072709,153258,34638,39.93773061,-83.13763585,39.93883,-83.131333
88837,35115,50373,39.5354841,-104.9258129,39.529043,-104.924833,35086,34635,39.53929119,-104.9975137,39.530081,-105.02461
23539,16041,53387,34.02333242,-118.4105025,34.024917,-118.403366,16147,34623,33.99867576,-118.4228345,33.996309,-118.420326
37278,15244,5903543,34.04067989,-118.2765551,34.066842,-118.301495,19594,34623,33.83896153,-118.3663683,33.840552,-118.347204
54342,118004,368692,36.16460923,-115.0955635,36.205145,-115.108802,117378,34547,36.10048731,-115.0546345,36.102704,-115.061616
91919,40333,2321394,38.90304229,-77.06030101,38.929186,-77.039296,202358,34516,38.87078301,-77.27872354,38.872358,-77.274283
85150,21970,350089,33.59424917,-117.6811202,33.578711,-117.733027,21695,34491,33.48113059,-117.6972718,33.470222,-117.695771
97316,48505,40484,28.32774534,-81.35800227,28.31234,-81.35581,48493,34486,28.3190224,-81.42264996,28.313961,-81.434304
114314,11690,180883,37.99960945,-121.8514333,37.995489,-121.825999,11624,34475,37.98942439,-121.7141435,37.993201,-121.7272
204092,136032,195919043,37.25279858,-82.6038808,40.781545,-73.94959,108061,34461,34.93072131,-88.50091021,34.940062,-88.518734
176723,108503,223280,30.41909577,-88.9541584,30.399159,-88.978836,108939,34454,30.37801938,-88.53019302,30.373232,-88.522765
189909,133797,902197,43.13860262,-77.56968429,43.177652,-77.568268,140767,34442,42.88809282,-76.90533049,42.912844,-76.798477
6047,136032,5200905,40.74195633,-73.93783917,40.781545,-73.94959,132849,34395,40.72784494,-73.95003874,40.724154,-73.946087
179543,13013,46626,40.77596287,-124.1630251,40.799272,-124.171936,13056,34371,40.90895945,-124.090462,40.886128,-124.091115
138969,15244,14848494,33.9806314,-118.0583074,34.066842,-118.301495,33258,34369,34.27859619,-118.8774113,34.281696,-118.876552
171136,186293,5717021,32.85620083,-96.94378401,32.809842,-96.778457,188535,34350,32.4122682,-96.8336723,32.415458,-96.847886
176449,43349,480539,30.47580095,-87.1038734,30.413172,-87.303784,47982,34279,30.50087982,-86.45603667,30.505135,-86.468758
121026,20418,99078,37.97586855,-122.5398712,37.966339,-122.506643,20490,34277,37.8963715,-122.5295217,37.902409,-122.543954
210027,136032,220778524,37.35596553,-83.50055423,40.781545,-73.94959,106095,34271,45.16646396,-95.01364618,45.118562,-95.044886
184413,136032,50070217,40.63403103,-74.29661225,40.781545,-73.94959,40071,34269,38.90236536,-75.45690227,38.90205,-75.423854
106690,53439,50124,33.86598043,-84.48893911,33.888577,-84.482147,53357,34266,33.92393905,-84.47982783,33.918519,-84.478372
48624,199356,38476,40.76584638,-111.8734121,40.767093,-111.866662,199400,34265,40.73671302,-111.8593955,40.737428,-111.862609
119390,144798,87742,35.99807961,-78.90845665,35.986964,-78.877558,144897,34235,35.92588438,-78.91837798,35.921546,-78.921437
175995,29251,38183,35.49515764,-120.6773079,35.500181,-120.677245,29123,34212,35.62162626,-120.6669503,35.604199,-120.65145
79306,186293,1085197,32.88136923,-96.7426885,32.809842,-96.778457,187534,34177,32.79943859,-96.60910542,32.780039,-96.604601
212327,188393,277439,31.93628684,-102.2408045,31.872003,-102.372162,192913,34176,32.23859658,-101.464096,32.248445,-101.455082
214072,34616,4483637,39.66277402,-104.9923457,39.694929,-105.020282,217330,34158,41.31199597,-105.5832359,41.297109,-105.591702
36845,117405,35757,36.13068655,-115.2009826,36.139017,-115.20659,117606,34137,36.10243148,-115.2219423,36.113049,-115.212371
117700,39933,133902,39.66060235,-75.69479426,39.639942,-75.691129,39920,34126,39.7278981,-75.67426116,39.717262,-75.655183
192282,142015,86073,42.44823862,-76.47958654,42.441567,-76.486076,129913,34118,42.60686326,-76.18061926,42.594898,-76.18324
149231,38927,62016,41.53317815,-72.79875463,41.541543,-72.809533,38972,34085,41.45939174,-72.82812107,41.451002,-72.821266
103961,207675,1100858,47.68630201,-122.3062901,47.619879,-122.324197,208205,34064,47.49691316,-122.1721661,47.481113,-122.157815
17959,47335,69106,25.87924025,-80.33404211,25.874527,-80.317334,46425,34054,25.85788527,-80.30934623,25.863382,-80.317758
91100,160482,89864,35.49531986,-97.56842206,35.477323,-97.540796,160962,34050,35.53954818,-97.6217158,35.556469,-97.614878
174649,42334,60321,28.87181786,-82.38743614,28.918326,-82.45683,42395,34011,28.80602576,-82.54229212,28.811653,-82.547763
152372,200249,34588,40.15812625,-111.6012572,40.155452,-111.588374,200364,34007,40.10306543,-111.6375005,40.089006,-111.623309
55756,21970,158593,33.6112948,-117.6963293,33.578711,-117.733027,21580,34002,33.64993611,-117.633265,33.661065,-117.619903
93550,203809,45620,38.63262458,-77.33447152,38.635028,-77.303832,203896,33984,38.68258834,-77.32030928,38.688539,-77.321084
9653,136032,6938630,40.73657484,-73.93169477,40.781545,-73.94959,122744,33983,40.72036507,-74.04264669,40.717423,-74.045988
27994,191463,43198,29.68622714,-95.55464828,29.682753,-95.549754,191416,33979,29.71982509,-95.54255208,29.730808,-95.545459
192571,15244,34762136,35.3309596,-119.2961138,34.066842,-118.301495,13649,33972,35.12513569,-118.5295639,35.128351,-118.490165
157666,176948,35403,33.60896944,-79.01314438,33.59745,-79.046472,176938,33914,33.69018804,-78.9790711,33.679837,-78.987519
160782,94743,4978855,42.26960957,-71.22924333,42.336346,-71.081034,95586,33910,42.14671824,-71.52736317,42.138709,-71.516771
59638,31532,58724,38.11313479,-122.233829,38.101304,-122.25009,31558,33903,38.15579916,-122.2507396,38.150808,-122.262905
217067,136032,301548841,37.44762612,-91.45784606,40.781545,-73.94959,77000,33886,38.88177369,-99.25685473,38.875904,-99.327713
162690,164791,1548288,40.45252334,-79.96198309,40.439808,-79.95479,173753,33876,40.17658078,-80.24906923,40.175621,-80.248145
57521,39244,111816,41.31665295,-72.92844447,41.310343,-72.932254,38807,33864,41.27608871,-72.95605165,41.278711,-72.948029
73001,188209,160747,33.00115812,-96.85629349,32.995185,-96.845569,187019,33856,32.94963016,-96.89146648,32.946887,-96.90036
177992,146580,1843830,35.24121158,-80.83199339,35.1934,-80.721041,144216,33833,35.28265948,-81.51775024,35.290597,-81.525999
187172,90936,67584,42.43756703,-73.23561793,42.454965,-73.263374,90987,33819,42.67006334,-73.13425223,42.69377,-73.096425
129353,124745,224802,40.07206924,-74.16460858,40.096446,-74.212601,124331,33793,40.13289249,-74.2483957,40.149118,-74.236989
121912,57850,710161,21.35583796,-157.9244578,21.290072,-157.821291,57764,33764,21.29489843,-157.6991982,21.284974,-157.700678
81252,184114,802899,29.45249111,-98.56782761,29.436877,-98.519092,184469,33751,29.55835869,-98.62228158,29.552263,-98.637425
217963,136032,303746860,37.48118097,-91.55123492,40.781545,-73.94959,116703,33739,41.13470908,-100.79898,41.139507,-100.774251
207260,136032,211989006,37.41898606,-83.16130337,40.781545,-73.94959,75390,33721,42.03749378,-92.91094028,42.053909,-92.904902
60061,47434,70537,25.60037998,-80.37719226,25.582301,-80.373835,47475,33720,25.5693306,-80.3495193,25.568633,-80.35994
208428,136032,216375021,37.41119954,-83.35386426,40.781545,-73.94959,114113,33717,36.6970677,-89.97334617,36.80592,-89.956931
91093,118004,1543836,36.14734955,-115.1655307,36.205145,-115.108802,117630,33716,36.04749102,-115.2271938,36.050695,-115.234164
145832,38174,571404,41.73302533,-72.71229561,41.739195,-72.678204,39457,33698,41.85388673,-72.47701365,41.86484,-72.457164
152697,7682,50924,33.1672968,-111.569997,33.166818,-111.555883,7671,33696,33.24128311,-111.5467408,33.240624,-111.547774
59294,141312,37802,40.77094916,-73.22211234,40.777251,-73.224538,141889,33686,40.78575074,-73.2581644,40.80383,-73.254952
162503,40333,6885438,39.03044116,-76.9683208,38.929186,-77.039296,87790,33681,39.39636754,-76.95338067,39.399699,-76.960091
143608,179766,517836,36.13877886,-86.72209477,36.135066,-86.795582,182721,33678,36.29827472,-86.61119291,36.292791,-86.630225
127450,205524,844838,36.83452247,-76.21934387,36.872797,-76.311095,206295,33670,36.77369361,-76.00424604,36.770758,-75.99446
211457,207675,8563331,46.61602619,-122.3480633,47.619879,-122.324197,162380,33644,46.11275447,-123.854403,46.182085,-123.851071
194040,49885,16836817,27.5801207,-81.28764075,27.783201,-82.632914,50817,33637,29.62599114,-81.65098216,29.625664,-81.654264
136483,9542,201834,34.77208219,-92.320984,34.739313,-92.321319,9729,33627,34.67143218,-92.34656734,34.659128,-92.35387
189478,162613,93516,44.05837841,-121.3028741,44.075435,-121.292384,162588,33627,44.28260467,-121.1927572,44.264022,-121.203619
163909,51669,84122,28.92974513,-81.97751057,28.949348,-81.975416,44924,33601,28.83014195,-81.89417736,28.808423,-81.89626
192220,136032,112217223,39.90295554,-79.20314768,40.781545,-73.94959,154872,33597,40.40208527,-82.44767102,40.398168,-82.483278
145874,167503,40168,40.02949515,-75.68263141,40.015339,-75.697274,167547,33592,39.98475215,-75.80979771,39.982786,-75.807802
210100,15244,44983872,35.21702623,-118.2152844,34.066842,-118.301495,13599,33577,35.62482763,-117.6865429,35.647163,-117.674192
163665,213389,315461,43.06548754,-89.41435872,43.076584,-89.395158,213523,33572,43.18723805,-89.23724333,43.197013,-89.242612
50215,93921,34221,42.27230534,-71.0232898,42.273154,-71.013279,93953,33562,42.24559198,-70.99927666,42.241944,-70.990097
144335,40333,6290849,39.02672139,-76.98916311,38.929186,-77.039296,203429,33541,38.91192059,-77.51901856,38.91007,-77.526825
28969,60041,2342478,41.89068615,-87.69331508,41.997296,-87.65714,61174,33533,41.75123211,-87.61159235,41.743333,-87.60053
87441,5388,1197205,33.54745096,-112.1176331,33.47851,-112.172982,4677,33533,33.49014653,-112.2907226,33.503765,-112.280134
31336,27168,36698,32.63526322,-117.0871438,32.642529,-117.091706,27195,33507,32.607423,-117.0695448,32.612575,-117.08003
202384,194838,443781,27.75723452,-97.42727065,27.739131,-97.413177,193280,33506,27.74751885,-98.10773466,27.761855,-98.057622
200554,191242,18873001,31.09629418,-96.50203834,29.715277,-95.491289,195219,33501,30.72036826,-94.99101834,30.702057,-95.019759
156546,219594,123614,18.04996975,-66.93076245,18.078806,-67.025458,218178,33483,18.08051482,-67.15516397,18.081397,-67.142461
103457,42956,50523,30.25922809,-81.75669257,30.256345,-81.777572,43240,33415,30.30856583,-81.71136206,30.31374,-81.689252
207794,136032,215305427,37.4122566,-83.33733756,40.781545,-73.94959,144576,33415,36.03017879,-75.71579816,36.031609,-75.679049
80468,84608,543367,29.96605108,-90.12022101,29.927681,-90.07095,83675,33407,29.89351912,-90.12480899,29.910602,-90.154365
17865,171995,855315,39.97629948,-75.16917429,39.916569,-75.159038,168230,33405,39.95329761,-75.26334946,39.950936,-75.258718
104343,161936,215524,36.11409179,-95.89833073,36.116829,-95.829168,161709,33396,36.07203536,-95.96544233,36.078558,-95.978705
109785,136032,14001546,40.74037606,-73.93557968,40.781545,-73.94959,125585,33394,40.43872499,-74.53759143,40.449817,-74.530368
132569,60041,6910095,41.84746783,-87.8338118,41.997296,-87.65714,65354,33388,41.90298381,-88.30513997,41.895402,-88.285509
196957,84608,4349787,30.2974367,-89.73301117,29.927681,-90.07095,85169,33387,29.69638614,-91.23364263,29.710847,-91.213233
163975,34616,2528447,39.73234494,-104.9746844,39.694929,-105.020282,33617,33382,39.98307185,-104.7961049,39.994217,-104.802617
174407,136032,45285015,40.63332978,-74.24758187,40.781545,-73.94959,87805,33324,39.57276074,-77.00269325,39.583598,-77.001333
145608,136032,17471672,40.72912832,-73.9299357,40.781545,-73.94959,143085,33308,41.16412967,-73.85483376,41.151229,-73.867513
208624,97193,132215,44.76090747,-85.5714517,44.745142,-85.625688,103899,33296,44.28055952,-85.38016326,44.254555,-85.396584
